# Lammps sturcture data file
# ntot =          364
         364   atoms
           1 atom types
 
          0.00000000         43.23800045   xlo xhi
          0.00000000         40.32560732   ylo yhi
          0.00000000        105.63000011   zlo zhi
 
Atoms
 
           1           1          0.10000000          0.10000000         52.91500006
           2           1          1.76299999          1.06013351         51.70443222
           3           1          1.76299999          2.98040052         52.91500006
           4           1          0.10000000          3.94053403         51.70443222
           5           1          0.10000000          5.86080105         52.91500006
           6           1          1.76299999          6.82093456         51.70443222
           7           1          1.76299999          8.74120157         52.91500006
           8           1          0.10000000          9.70133508         51.70443222
           9           1          0.10000000         11.62160209         52.91500006
          10           1          1.76299999         12.58173560         51.70443222
          11           1          1.76299999         14.50200262         52.91500006
          12           1          0.10000000         15.46213613         51.70443222
          13           1          0.10000000         17.38240314         52.91500006
          14           1          1.76299999         18.34253665         51.70443222
          15           1          1.76299999         20.26280366         52.91500006
          16           1          0.10000000         21.22293717         51.70443222
          17           1          0.10000000         23.14320419         52.91500006
          18           1          1.76299999         24.10333769         51.70443222
          19           1          1.76299999         26.02360471         52.91500006
          20           1          0.10000000         26.98373822         51.70443222
          21           1          0.10000000         28.90400523         52.91500006
          22           1          1.76299999         29.86413874         51.70443222
          23           1          1.76299999         31.78440576         52.91500006
          24           1          0.10000000         32.74453926         51.70443222
          25           1          0.10000000         34.66480628         52.91500006
          26           1          1.76299999         35.62493979         51.70443222
          27           1          1.76299999         37.54520680         52.91500006
          28           1          0.10000000         38.50534031         51.70443222
          29           1          3.42600004          0.10000000         52.91500006
          30           1          5.08900002          1.06013351         51.70443222
          31           1          5.08900002          2.98040052         52.91500006
          32           1          3.42600004          3.94053403         51.70443222
          33           1          3.42600004          5.86080105         52.91500006
          34           1          5.08900002          6.82093456         51.70443222
          35           1          5.08900002          8.74120157         52.91500006
          36           1          3.42600004          9.70133508         51.70443222
          37           1          3.42600004         11.62160209         52.91500006
          38           1          5.08900002         12.58173560         51.70443222
          39           1          5.08900002         14.50200262         52.91500006
          40           1          3.42600004         15.46213613         51.70443222
          41           1          3.42600004         17.38240314         52.91500006
          42           1          5.08900002         18.34253665         51.70443222
          43           1          5.08900002         20.26280366         52.91500006
          44           1          3.42600004         21.22293717         51.70443222
          45           1          3.42600004         23.14320419         52.91500006
          46           1          5.08900002         24.10333769         51.70443222
          47           1          5.08900002         26.02360471         52.91500006
          48           1          3.42600004         26.98373822         51.70443222
          49           1          3.42600004         28.90400523         52.91500006
          50           1          5.08900002         29.86413874         51.70443222
          51           1          5.08900002         31.78440576         52.91500006
          52           1          3.42600004         32.74453926         51.70443222
          53           1          3.42600004         34.66480628         52.91500006
          54           1          5.08900002         35.62493979         51.70443222
          55           1          5.08900002         37.54520680         52.91500006
          56           1          3.42600004         38.50534031         51.70443222
          57           1          6.75200007          0.10000000         52.91500006
          58           1          8.41500006          1.06013351         51.70443222
          59           1          8.41500006          2.98040052         52.91500006
          60           1          6.75200007          3.94053403         51.70443222
          61           1          6.75200007          5.86080105         52.91500006
          62           1          8.41500006          6.82093456         51.70443222
          63           1          8.41500006          8.74120157         52.91500006
          64           1          6.75200007          9.70133508         51.70443222
          65           1          6.75200007         11.62160209         52.91500006
          66           1          8.41500006         12.58173560         51.70443222
          67           1          8.41500006         14.50200262         52.91500006
          68           1          6.75200007         15.46213613         51.70443222
          69           1          6.75200007         17.38240314         52.91500006
          70           1          8.41500006         18.34253665         51.70443222
          71           1          8.41500006         20.26280366         52.91500006
          72           1          6.75200007         21.22293717         51.70443222
          73           1          6.75200007         23.14320419         52.91500006
          74           1          8.41500006         24.10333769         51.70443222
          75           1          8.41500006         26.02360471         52.91500006
          76           1          6.75200007         26.98373822         51.70443222
          77           1          6.75200007         28.90400523         52.91500006
          78           1          8.41500006         29.86413874         51.70443222
          79           1          8.41500006         31.78440576         52.91500006
          80           1          6.75200007         32.74453926         51.70443222
          81           1          6.75200007         34.66480628         52.91500006
          82           1          8.41500006         35.62493979         51.70443222
          83           1          8.41500006         37.54520680         52.91500006
          84           1          6.75200007         38.50534031         51.70443222
